declaration	historical_owner	destination_module	code	tier	disposition
NumStability.cauchyMatrix_apply	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Cauchy.Basic	R_CAUCHY	reusable	relocated
NumStability.cauchyMatrix_det_eq_formula	NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability.Analysis.TestMatrices.Cauchy.Cauchy	R_CAUCHY	reusable	relocated
NumStability.cauchyMatrix_det_succ	NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability.Analysis.TestMatrices.Cauchy.Cauchy	R_CAUCHY	reusable	relocated
NumStability.cauchyMatrix_isStrictlyTotallyPositive	NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability.Analysis.TestMatrices.Cauchy.Cauchy	R_CAUCHY	reusable	relocated
NumStability.cauchyMatrix_mulVec_cauchyInverseOnesEntry	NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability.Analysis.TestMatrices.Cauchy.Cauchy	R_CAUCHY	reusable	relocated
NumStability.cauchyMatrix_mul_cauchyInverseFormula	NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability.Analysis.TestMatrices.Cauchy.Cauchy	R_CAUCHY	reusable	relocated
NumStability.cauchyMatrix_transpose	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Cauchy.Basic	R_CAUCHY	reusable	relocated
NumStability.cauchyMinorDetFormula_pos	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Cauchy.Contracts	R_CAUCHY	reusable	relocated
NumStability.cauchyUpper	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Cauchy.Contracts	R_CAUCHY	reusable	relocated
NumStability.cauchyUpperEntry	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Cauchy.Contracts	R_CAUCHY	reusable	relocated
NumStability.cauchyUpper_entry_of_le	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Cauchy.Contracts	R_CAUCHY	reusable	relocated
NumStability.cauchyUpper_zero_of_lt	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Cauchy.Contracts	R_CAUCHY	reusable	relocated
NumStability.cauchy_firstPivot_schur_entry	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Cauchy.Contracts	R_CAUCHY	reusable	relocated
NumStability.cauchy_order_one_det_formula	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Cauchy.Basic	R_CAUCHY	reusable	relocated
NumStability.cauchy_order_one_inverse_formula	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Cauchy.Basic	R_CAUCHY	reusable	relocated
NumStability.cauchy_ordered_minor_det_formula	NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability.Analysis.TestMatrices.Cauchy.Cauchy	R_CAUCHY	reusable	relocated
NumStability.centeredIsotropicGaussian_map_linearIsometryEquiv	NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability.Analysis.TestMatrices.Gaussian.GaussianOrthogonal	R_GAUSSIAN	reusable	relocated
NumStability.centralBinom_le_opNorm2_pascalMatrix	NumStability.Algorithms.TestMatrices.Higham28PascalCondition	NumStability.Source.Higham.Chapter28.Section04.Pascal.PascalCondition	S_S04_PASCAL	source	relocated
NumStability.centralBinomial_log_div_nat_tendsto	NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic	NumStability.Analysis.TestMatrices.Hilbert.HilbertAsymptotic	R_HILBERT	reusable	relocated
NumStability.ch28gfMeasurableSpaceRSqMat	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_abs_le_one_add_sq	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreFiniteFormula	S_GIN_FINEXP	source	relocated
NumStability.ch28gf_abs_le_one_add_sq'	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreFiniteFormula	S_GIN_FINEXP	source	relocated
NumStability.ch28gf_charProdVal	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreFiniteFormula	S_GIN_FINEXP	source	relocated
NumStability.ch28gf_charProdVal_nonneg	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreFiniteFormula	S_GIN_FINEXP	source	relocated
NumStability.ch28gf_expectedRealEigenvalueCount_eq_closedForm	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_integrable_absWgt	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreFiniteFormula	S_GIN_FINEXP	source	relocated
NumStability.ch28gf_integrable_charProdVal	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreFiniteFormula	S_GIN_FINEXP	source	relocated
NumStability.ch28gf_integrable_detSq_matrix	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_integrable_det_shift_matrix	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_integrable_hw	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreFiniteFormula	S_GIN_FINEXP	source	relocated
NumStability.ch28gf_integrable_mulSelf_pow	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreFiniteFormula	S_GIN_FINEXP	source	relocated
NumStability.ch28gf_integrable_oneRootIntegrand	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_integrable_sliceIntegrand	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_integrable_sq_mul_charProdVal	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreFiniteFormula	S_GIN_FINEXP	source	relocated
NumStability.ch28gf_integrable_wgt_detSq	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_integral_detShift_prod_eq_kernel	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_integral_detSq_eq	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_integral_slice_eq_kernelMoment	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_kernelTransfer	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_measurable_charProdVal	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Source.Higham.Chapter28.Section02.RealGinibre.FiniteExpectation.GinibreFiniteFormula	S_GIN_FINEXP	source	relocated
NumStability.ch28gf_measurable_det_shift	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_measurable_det_shift_matrix	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_oneRootMoment_eq_factor_mul_integral_slice	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_oneRootMoment_eq_factor_mul_kernelMoment	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_realGinibreExpectedCountLimit	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_realGinibreExpectedProportionLimit	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_realGinibreFiniteExpectationFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.ch28gf_slice_eq	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	S_GIN_FINEXP	source	retained
NumStability.choose_add_self_eq_sum_mul_choose	NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability.Source.Higham.Chapter28.Section01.HilbertConditioning.HilbertCondition	S_S01_HILBERT	source	relocated
NumStability.companionCharacteristicFormula	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Companion.Contracts	R_COMPANION	reusable	relocated
NumStability.companionCharacteristicFormula_aeval_transpose	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Algorithms.TestMatrices.Higham28Companion	R_COMPANION	reusable	retained
NumStability.companionCharacteristicFormula_coeff	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Companion.Contracts	R_COMPANION	reusable	relocated
NumStability.companionCharacteristicFormula_monic	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Analysis.TestMatrices.Companion.Companion	R_COMPANION	reusable	relocated
NumStability.companionCharacteristicFormula_natDegree	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Analysis.TestMatrices.Companion.Companion	R_COMPANION	reusable	relocated
NumStability.companionEigenvector	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Companion.Basic	R_COMPANION	reusable	relocated
NumStability.companionExceptionalDiscriminant	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Analysis.TestMatrices.Companion.CompanionSpectral	R_COMPANION	reusable	relocated
NumStability.companionExceptionalDiscriminant_nonneg	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Analysis.TestMatrices.Companion.CompanionSpectral	R_COMPANION	reusable	relocated
NumStability.companionExceptionalQuadratic_eq_mul	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Analysis.TestMatrices.Companion.CompanionSpectral	R_COMPANION	reusable	relocated
NumStability.companionExceptionalSingularSqPolynomial	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Companion.Contracts	R_COMPANION	reusable	relocated
NumStability.companionExceptionalSquaredSingularValueMinus	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Analysis.TestMatrices.Companion.CompanionSpectral	R_COMPANION	reusable	relocated
NumStability.companionExceptionalSquaredSingularValueMinus_isRoot	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.CompanionSpectral	S_S06_COMPANION	source	relocated
NumStability.companionExceptionalSquaredSingularValueMinus_le_one	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	S_S06_COMPANION	source	retained
NumStability.companionExceptionalSquaredSingularValueMinus_le_plus	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.CompanionSpectral	S_S06_COMPANION	source	relocated
NumStability.companionExceptionalSquaredSingularValueMinus_nonneg	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.CompanionSpectral	S_S06_COMPANION	source	relocated
NumStability.companionExceptionalSquaredSingularValueMinus_occurs	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	S_S06_COMPANION	source	retained
NumStability.companionExceptionalSquaredSingularValuePlus	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Analysis.TestMatrices.Companion.CompanionSpectral	R_COMPANION	reusable	relocated
NumStability.companionExceptionalSquaredSingularValuePlus_isRoot	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Source.Higham.Chapter28.Section06.Companion.CompanionSpectral	S_S06_COMPANION	source	relocated
NumStability.companionExceptionalSquaredSingularValuePlus_occurs	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	S_S06_COMPANION	source	retained
NumStability.companionExceptionalSquaredSingularValues_mul	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Analysis.TestMatrices.Companion.CompanionSpectral	R_COMPANION	reusable	relocated
NumStability.companionExceptionalSquaredSingularValues_sum	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Analysis.TestMatrices.Companion.CompanionSpectral	R_COMPANION	reusable	relocated
NumStability.companionGramFormula	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Companion.Contracts	R_COMPANION	reusable	relocated
NumStability.companionGram_eigenvalue_eq_one_or_exceptional	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
NumStability.companionMatrix	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Companion.Basic	R_COMPANION	reusable	relocated
NumStability.companionMatrix_charpoly	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Algorithms.TestMatrices.Higham28Companion	R_COMPANION	reusable	retained
NumStability.companionMatrix_mulVec_companionEigenvector	NumStability.Algorithms.TestMatrices.Higham28	NumStability.Analysis.TestMatrices.Companion.Basic	R_COMPANION	reusable	relocated
NumStability.companionMatrix_sub_scalar_rank_ge	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Algorithms.TestMatrices.Higham28Contracts	R_COMPANION	reusable	retained
NumStability.companionOfMatrix	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Analysis.TestMatrices.Companion.Companion	R_COMPANION	reusable	relocated
NumStability.companionOfMatrix_charpoly	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Algorithms.TestMatrices.Higham28Companion	S_S06_COMPANION	source	retained
NumStability.companionOrderTwoNormalCounterexampleCoefficients	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Analysis.TestMatrices.Companion.Companion	R_COMPANION	reusable	relocated
NumStability.companionOrderTwoNormalCounterexample_coeff_one	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Source.Higham.Chapter28.Section06.Companion.Companion	S_S06_COMPANION	source	relocated
NumStability.companionOrderTwoNormalCounterexample_isSelfAdjoint	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Analysis.TestMatrices.Companion.Companion	R_COMPANION	reusable	relocated
NumStability.companionOrderTwoNormalCounterexample_isStarNormal	NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability.Source.Higham.Chapter28.Section06.Companion.Companion	S_S06_COMPANION	source	relocated
NumStability.companionRankMinor	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Companion.Contracts	R_COMPANION	reusable	relocated
NumStability.companionRankMinor_apply	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Companion.Contracts	R_COMPANION	reusable	relocated
NumStability.companionRankMinor_det	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Companion.Contracts	R_COMPANION	reusable	relocated
NumStability.companionRankMinor_upperTriangular	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Companion.Contracts	R_COMPANION	reusable	relocated
NumStability.companionSingularAlpha	NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability.Analysis.TestMatrices.Companion.Contracts	R_COMPANION	reusable	relocated
NumStability.companionSingularValues	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Analysis.TestMatrices.Companion.CompanionSpectral	R_COMPANION	reusable	relocated
NumStability.companionSingularValues_eq_one_or_eq_exceptional	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	S_S06_COMPANION	source	retained
NumStability.companionSingularValues_multiset_eq	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	S_S06_COMPANION	source	retained
NumStability.companionSquaredSingularValues	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Analysis.TestMatrices.Companion.CompanionSpectral	R_COMPANION	reusable	relocated
NumStability.companionSquaredSingularValues_count_one	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	R_COMPANION	reusable	retained
NumStability.companionSquaredSingularValues_count_one_eq_sub_two	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	S_S06_COMPANION	source	retained
