declaration	kind	visibility	historical_owner	destination_module	tier	disposition	command_root	start_line
NumStability.ComputedMatrix.flAddZeroRight_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flAddZeroRight_matrix	7217
NumStability.ComputedMatrix.flMulOne	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flMulOne	7146
NumStability.ComputedMatrix.flMulOne_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flMulOne_abs_error	7177
NumStability.ComputedMatrix.flMulOne_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flMulOne_entry_error_bound	7181
NumStability.ComputedMatrix.flMulOne_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flMulOne_matrix	7173
NumStability.ComputedMatrix.flProduct	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flProduct	21196
NumStability.ComputedMatrix.flProduct_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flProduct_abs_error	21219
NumStability.ComputedMatrix.flProduct_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flProduct_matrix	21212
NumStability.ComputedMatrix.flRowSignMul	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flRowSignMul	8376
NumStability.ComputedMatrix.flRowSignMul_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flRowSignMul_abs_error	8479
NumStability.ComputedMatrix.flRowSignMul_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flRowSignMul_entry_error_bound	8488
NumStability.ComputedMatrix.flRowSignMul_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flRowSignMul_matrix	8473
NumStability.ComputedMatrix.flScaledFhtPairScheduleColumns	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtPairScheduleColumns	7787
NumStability.ComputedMatrix.flScaledFhtPairScheduleColumnsSqrtInvNat	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtPairScheduleColumnsSqrtInvNat	7843
NumStability.ComputedMatrix.flScaledFhtPairScheduleColumnsSqrtInvNat_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtPairScheduleColumnsSqrtInvNat_entry_error_bound	7856
NumStability.ComputedMatrix.flScaledFhtPairScheduleColumns_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtPairScheduleColumns_abs_error	7820
NumStability.ComputedMatrix.flScaledFhtPairScheduleColumns_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtPairScheduleColumns_entry_error_bound	7829
NumStability.ComputedMatrix.flScaledFhtPairScheduleColumns_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtPairScheduleColumns_matrix	7812
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNat	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNat	7872
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredAddZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredAddZeroRight	8131
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredAddZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredAddZeroRight_abs_error	8177
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredAddZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredAddZeroRight_entry_error_bound	8187
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredAddZeroRight_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredAddZeroRight_matrix	8169
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredMulOne	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredMulOne	8204
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredMulOne_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredMulOne_abs_error	8249
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredMulOne_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredMulOne_entry_error_bound	8259
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredMulOne_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredMulOne_matrix	8241
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredSubZeroRight	8276
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredSubZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredSubZeroRight_abs_error	8321
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredSubZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredSubZeroRight_entry_error_bound	8331
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredSubZeroRight_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatModifiedStoredSubZeroRight_matrix	8313
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredAddZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredAddZeroRight	7916
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredAddZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredAddZeroRight_abs_error	7962
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredAddZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredAddZeroRight_entry_error_bound	7972
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredAddZeroRight_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredAddZeroRight_matrix	7954
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredMulOne	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredMulOne	7989
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredMulOne_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredMulOne_abs_error	8033
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredMulOne_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredMulOne_entry_error_bound	8043
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredMulOne_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredMulOne_matrix	8025
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredSubZeroRight	8060
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredSubZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredSubZeroRight_abs_error	8104
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredSubZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredSubZeroRight_entry_error_bound	8114
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredSubZeroRight_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNatStoredSubZeroRight_matrix	8096
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNat_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNat_abs_error	7891
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNat_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNat_entry_error_bound	7900
NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNat_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flScaledFhtSylvesterScheduleColumnsSqrtInvNat_matrix	7884
NumStability.ComputedMatrix.flSqrtInvNatScaledPattern	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flSqrtInvNatScaledPattern	8499
NumStability.ComputedMatrix.flSqrtInvNatScaledPattern_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flSqrtInvNatScaledPattern_abs_error	8550
NumStability.ComputedMatrix.flSqrtInvNatScaledPattern_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flSqrtInvNatScaledPattern_entry_error_bound	8555
NumStability.ComputedMatrix.flSqrtInvNatScaledPattern_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flSqrtInvNatScaledPattern_matrix	8545
NumStability.ComputedMatrix.flSqrtInvNatScaledSylvesterPattern	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedMatrix.flSqrtInvNatScaledSylvesterPattern	19476
